TF_Gene_ID	TF_family	TF_name	Short_descr	Species	Invol_cond
AT2G30250	WRKY	WRKY25; ATWRKY25	WRKY DNA-binding protein 25; Probable WRKY transcription factor 25 (WRKY DNA-binding protein 25) [WRKY25] [T9D9.6]	Arabidopsis thaliana	NA
AT1G13960	WRKY	WRKY4	WRKY DNA-binding protein 4; Probable WRKY transcription factor 4 (WRKY DNA-binding protein 4) [WRKY4] [F16A14.18] [F7A19.5]	Arabidopsis thaliana	NA
AT2G03340	WRKY	WRKY3	WRKY DNA-binding protein 3; Probable WRKY transcription factor 3 (WRKY DNA-binding protein 3) [WRKY3] [T4M8.23]	Arabidopsis thaliana	NA
AT2G37260	WRKY	WRKY44; TTG2; ATWRKY44	WRKY family transcription factor family protein; WRKY transcription factor 44 (Protein TRANSPARENT TESTA GLABRA 2) (WRKY DNA-binding protein 44) [WRKY44] [TTG2] [F3G5.5]	Arabidopsis thaliana	Regulates trichome development, production of mucilage and tannin in seed coats, and maybe root hair development.
AT3G01080	WRKY	WRKY58; ATWRKY58	WRKY DNA-binding protein 58; Probable WRKY transcription factor 58 (WRKY DNA-binding protein 58) [WRKY58] [T4P13.24]	Arabidopsis thaliana	NA
AT4G12020	WRKY	WRKY19; ATWRKY19; MAPKKK11; MEKK4	protein kinase family protein; Probable WRKY transcription factor 19 (WRKY DNA-binding protein 19) [WRKY19] [F16J13.90]	Arabidopsis thaliana	May act also as a disease resistance protein with a serine/threonine-protein kinase activit
AT4G26440	WRKY	ATWRKY34; WRKY34; MSP3	WRKY DNA-binding protein 34; Probable WRKY transcription factor 34 (WRKY DNA-binding protein 34) [WRKY34] [M3E9.130]	Arabidopsis thaliana	NA
AT4G26640	WRKY	WRKY20; AtWRKY20	WRKY family transcription factor family protein; Probable WRKY transcription factor 20 (WRKY DNA-binding protein 20) [WRKY20] [T15N24.90]	Arabidopsis thaliana	NA
AT4G30935	WRKY	WRKY32; ATWRKY32	WRKY DNA-binding protein 32; Probable WRKY transcription factor 32 (WRKY DNA-binding protein 32) [WRKY32] [F6I18.4]	Arabidopsis thaliana	NA
AT5G07100	WRKY	WRKY26	WRKY DNA-binding protein 26; Probable WRKY transcription factor 26 (SPF1-like protein) (WRKY DNA-binding protein 26) [WRKY26] [MOJ9.27] [T28J14_40]	Arabidopsis thaliana	NA
AT2G30590	WRKY	WRKY21	WRKY DNA-binding protein 21; Probable WRKY transcription factor 21 (WRKY DNA-binding protein 21) [WRKY21] [T06B20.6] [T6B20.6]	Arabidopsis thaliana	NA
AT2G38470	WRKY	WRKY33; ATWRKY33	WRKY DNA-binding protein 33; Probable WRKY transcription factor 33 (WRKY DNA-binding protein 33) [WRKY33] [T19C21.4]	Arabidopsis thaliana	NA
AT2G46130	WRKY	WRKY43; ATWRKY43	WRKY DNA-binding protein 43; Probable WRKY transcription factor 43 (WRKY DNA-binding protein 43) [WRKY43] [T3F17.22]	Arabidopsis thaliana	NA
AT2G47260	WRKY	WRKY23; ATWRKY23	WRKY DNA-binding protein 23; Probable WRKY transcription factor 23 (WRKY DNA-binding protein 23) [WRKY23] [T8I13.10]	Arabidopsis thaliana	NA
AT4G01250	WRKY	WRKY22; AtWRKY22	WRKY family transcription factor; WRKY transcription factor 22 (WRKY DNA-binding protein 22) [WRKY22] [A_IG002N01.6] [F2N1.6]	Arabidopsis thaliana	involved in the expression of defense genes in innate immune response of plants.
AT4G01720	WRKY	WRKY47; AtWRKY47	WRKY family transcription factor; Probable WRKY transcription factor 47 (WRKY DNA-binding protein 47) [WRKY47] [T15B16.12]	Arabidopsis thaliana	NA
AT4G23550	WRKY	WRKY29	NA	Arabidopsis thaliana	NA
AT4G31550	WRKY	WRKY11; ATWRKY11	WRKY DNA-binding protein 11; Probable WRKY transcription factor 11 (WRKY DNA-binding protein 11) [WRKY11] [F3L17.120]	Arabidopsis thaliana	NA
AT4G31800	WRKY	WRKY18	WRKY DNA-binding protein 18; WRKY transcription factor 18 (WRKY DNA-binding protein 18) (AtWRKY18) [WRKY18] [F28M20.10]	Arabidopsis thaliana	Positively modulates defense-related gene expression and disease resistance.
AT5G01900	WRKY	WRKY62	NA	Arabidopsis thaliana	NA
AT5G13080	WRKY	WRKY75; ATWRKY75	WRKY DNA-binding protein 75; Probable WRKY transcription factor 75 (WRKY DNA-binding protein 75) [WRKY75] [T19L5.40]	Arabidopsis thaliana	NA
AT5G24110	WRKY	WRKY30; ATWRKY30	WRKY DNA-binding protein 30; Probable WRKY transcription factor 30 (WRKY DNA-binding protein 30) [WRKY30] [MLE8.3] [MZF18.18]	Arabidopsis thaliana	NA
AT5G46350	WRKY	WRKY8; ATWRKY8	WRKY DNA-binding protein 8; Probable WRKY transcription factor 8 (WRKY DNA-binding protein 8) [WRKY8] [MPL12.15]	Arabidopsis thaliana	NA
AT5G49520	WRKY	WRKY48; ATWRKY48	WRKY DNA-binding protein 48; Probable WRKY transcription factor 48 (WRKY DNA-binding protein 48) [WRKY48] [K6M13.6]	Arabidopsis thaliana	NA
AT5G52830	WRKY	WRKY27; ATWRKY27	WRKY DNA-binding protein 27; Probable WRKY transcription factor 27 (WRKY DNA-binding protein 27) [WRKY27] [MXC20.5]	Arabidopsis thaliana	NA
AT5G56270	WRKY	ATWRKY2; WRKY2	WRKY DNA-binding protein 2; Probable WRKY transcription factor 2 (WRKY DNA-binding protein 2) [WRKY2] [K24C1.9] [MXK23.1]	Arabidopsis thaliana	NA
AT5G64810	WRKY	WRKY51	NA	Arabidopsis thaliana	NA
AT4G22950	MADS box; MIKC	AGL19; GL19	AGAMOUS-like 19; Agamous-like MADS-box protein AGL19 [AGL19] [F7H19.130]	Arabidopsis thaliana	promotes flowering, especially in response to vernalization by short periods of cold, in an FLC-inpedendent manner.
AT5G60910	MADS box; MIKC	AGL8; FUL	AGAMOUS-like 8; Agamous-like MADS-box protein AGL8 (Floral homeotic protein AGL8) (Transcription factor FRUITFULL) [AGL8] [FUL] [MSL3.3]	Arabidopsis thaliana	promotes early floral meristem identity in synergy with APETALA1 and CAULIFLOWER. Is required subsequently for the transition of an inflorescence meristem into a floral meristem. Is also required for normal pattern of cell division, expansion and differentiation during morphogenesis of the silique. Probably not required for fruit elongation but instead is required to prevent ectopic activity of IND.
AT5G62165	MADS box	AGL42	NA	Arabidopsis thaliana	NA
AT1G26310	MADS box; MIKC	AGL10; CAL; CAL1	K-box region and MADS-box transcription factor family protein; Transcription factor CAULIFLOWER (AtCAL) (Agamous-like MADS-box protein AGL10) [CAL] [AGL10] [F28B23.24]	Arabidopsis thaliana	promotes early floral meristem identity in synergy with APETALA1, FRUITFULL and LEAFY. Is required subsequently for the transition of an inflorescence meristem into a floral meristem.
AT2G45650	MADS box; MIKC	AGL6	AGAMOUS-like 6; Agamous-like MADS-box protein AGL6 [AGL6] [F17K2.18]	Arabidopsis thaliana	be involved in genes regulation during floral meristem development
AT3G57390	MADS box; MIKC	AGL18	AGAMOUS-like 18; Agamous-like MADS-box protein AGL18 [AGL18] [F28O9.240]	Arabidopsis thaliana	involved in the negative regulation of flowering, probably through the photoperiodic pathway. Prevents premature flowering. Downstream regulator of a subset of the MIKC* MADS-controlled genes required during pollen maturation.
AT3G61120	MADS box; MIKC	AGL13	AGAMOUS-like 13; Agamous-like MADS-box protein AGL13 [AGL13] [T20K12.20]	Arabidopsis thaliana	NA
AT4G09960	MADS box; MIKC	AGL11; STK	K-box region and MADS-box transcription factor family protein; Agamous-like MADS-box protein AGL11 (Protein SEEDSTICK) [AGL11] [STK] [T5L19.90]	Arabidopsis thaliana	NA
AT4G11880	MADS box; MIKC	AGL14	AGAMOUS-like 14; Agamous-like MADS-box protein AGL14 [AGL14] [T26M18.90]	Arabidopsis thaliana	NA
Os01g0883100	MADS box; MIKC	MADS2	Similar to PISTILLATA-like MADS box protein.; MADS-box transcription factor 2 (NMADS1) (OsMADS2) (RMADS219) [MADS2] [MADS] [LOC_Os01g66030] [B1065E10.30]	Oryza sativa	involved in the development of floral organs. B-class protein required for normal development of lodicules (whorl 2).
Os01g0886200	MADS box; MIKC	MADS21	Similar to AGAMOUS homolog.; MADS-box transcription factor 21 (OsMADS21) (RMADS207) [MADS21] [LOC_Os01g66290] [P0408G07.26] [P0434C04.5]	Oryza sativa	NA
Os02g0682200	MADS box; MIKC	MADS6	Similar to MADS box protein.; MADS-box transcription factor 6 (OsMADS6) (Protein MOSAIC FLORAL ORGANS 1) [MADS6] [MFO1] [LOC_Os02g45770] [OJ1123_G04.6] [OsJ_07942]	Oryza sativa	Regulates floral organ identity and floral meristem determinacy. May be involved in the control of flowering time.
Os03g0122600	MADS box; M-type	MADS50	Transcription factor, MADS-box domain containing protein.; MADS-box transcription factor 50 (OsMADS50) (Protein AGAMOUS-like 20) (Protein SUPPRESSOR OF CONSTANS OVEREXPRESSION 1-like) (OsSOC1) (RMADS208) [MADS50] [AGL20] [SOC1] [LOC_Os03g03070] [OJ1126B12.8]	Oryza sativa	active in flowering time control. May control internode elongation and promote floral transition phase. May act upstream of the floral regulators MADS1, MADS14, MADS15 and MADS18 in the floral induction pathway.
Os03g0753100	MADS box; MIKC	MADS34	MADS-box transcription factor, Inflorescence and spikelet development; MADS-box transcription factor 34 (OsMADS34) (RMADS212/RMADS217/RMADS221) [MADS34] [LOC_Os03g54170] [OJ1112_G08.14] [OSJNBa0032E21.03] [OSJNBa0047E24.1]	Oryza sativa	NA
Os05g0203800	MADS box; MIKC	MADS58	Similar to MADS box protein.; MADS-box transcription factor 58 (OsMADS58) [MADS58] [LOC_Os05g11414] [OSJNBa0015G13.8]	Oryza sativa	involved in the development of floral organs
Os06g0162800	MADS box; MIKC	MADS5	MADS box protein.; MADS-box transcription factor 5 (FDRMADS2) (OsMADS5) [MADS5] [LOC_Os06g06750] [OsJ_019405] [P0681F10.39]	Oryza sativa	May be involved in the control of flowering time.
Os07g0108900	MADS box; MIKC	MADS15	MADS-domain-containing protein, Sexual reproduction; MADS-box transcription factor 15 (FDRMADS3) (OsMADS15) (Protein APETALA1-like A) (RMADS215) [MADS15] [RAP1A] [LOC_Os07g01820] [OJ1567_G09.109-1] [P0585H11.124-1]	Oryza sativa	NA
Os08g0531700	MADS box; MIKC	MADS7	Similar to MADS-box transcription factor 7.; MADS-box transcription factor 7 (FDRMADS1) (MADS-box protein 45) (OsMADS45) (OsMADS7) (Protein AGAMOUS-like 6) (RMADS216) [MADS7] [AGL6] [M79] [MADS45] [LOC_Os08g41950] [P0702E04.10]	Oryza sativa	May be involved in the control of flowering time.
Os09g0507200	MADS box; MIKC	MADS8	MADS box protein.; MADS-box transcription factor 8 (MADS-box protein 24) (OsMADS24) (OsMADS8) [MADS8] [MADS24] [LOC_Os09g32948]	Oryza sativa	May be involved in the control of flowering time.
Os10g0536100	MADS box; MIKC	MADS56	Similar to MADS-box transcription factor 56.; MADS-box transcription factor 56 (FDRMADS8) (OsMADS56) (RMADS214) [MADS56] [LOC_Os10g39130] [OSJNBb0060I05.3]	Oryza sativa	NA
Os12g0207000	MADS box; MIKC	MADS13	Transcription factor.; MADS-box transcription factor 13 (OsMADS13) (RMADS206) [MADS13] [MAF1] [LOC_Os12g10540]	Oryza sativa	NA
fgenesh2_kg.2__1169__AT1G69120.1	MADS box	AP1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.4__2761__AT2G45650.1	MADS box	AGL6	NA	Arabidopsis lyrata	NA
fgenesh2_kg.5__2575__AT3G61120.1	MADS box	AGL13	NA	Arabidopsis lyrata	NA
AT5G51870	MADS box	AGL71	NA	Arabidopsis thaliana	NA
AT1G22130	MADS box	AGL104	NA	Arabidopsis thaliana	NA
AT1G77980	MADS box	AGL66	NA	Arabidopsis thaliana	NA
AT3G30260	MADS box	AGL79	NA	Arabidopsis thaliana	NA
AT3G57230	MADS box; MIKC	AGL16	AGAMOUS-like 16; Agamous-like MADS-box protein AGL16 [AGL16] [F28O9.80]	Arabidopsis thaliana	NA
Os02g0579600	MADS box; MIKC	MADS27	Transcription factor MADS27.; MADS-box transcription factor 27 (OsMADS27) (RMADS218) [MADS27] [LOC_Os02g36924] [B1267B06.20]	Oryza sativa	NA
Os02g0731200	MADS box; M-type	MADS57	Transcription factor MADS57.; MADS-box transcription factor 57 (OsMADS57) [MADS57] [LOC_Os02g49840] [P0617A09.25]	Oryza sativa	NA
Os04g0304400	MADS box; MIKC	MADS25	Similar to MADS-box protein AGL16-II.; MADS-box transcription factor 25 (OsMADS25) [MADS25] [LOC_Os04g23910] [OSJNBa0079M09.14]	Oryza sativa	NA
Zm00001d005970	Dof	Dof2	Uncharacterized protein; C2C2-DOF transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d035651	Dof	Dof3	Dof3; Uncharacterized protein	Zea mays	NA
Q96464_HORVU	Myb/SANT	Gamyb	NA	Hordeum vulgare	NA
Os01g0812000	Myb/SANT; MYB	GAM1	Similar to cDNA clone:J033109N02, full insert sequence.; Transcription factor GAMYB (OsGAMyb) [GAM1] [LOC_Os01g59660] [OsJ_003732] [P0425G02.18-1] [P0425G02.18-2]	Oryza sativa	Involved in pollen and floral organs development.
POPTR_0009s02380	Myb/SANT	MYB157	NA	Populus trichocarpa	NA
Q41026_PEA	Sox	HMG-1	NA	Pisum sativum	NA
Q43877_PEA	AT-Hook	HMG-I/Y	NA	Pisum sativum	NA
MNB1A_MAIZE	Dof	MNB1A	NA	Zea mays	NA
Q02994_PETHY	Myb/SANT	myb.Ph3	NA	Petunia hybrida	NA
Zm00001d005100	Dof	PBF	Dof zinc finger protein PBF; Uncharacterized protein	Zea mays	NA
CAA45228.1	MADS box	squamosa	NA	Antirrhinum majus	NA
AT4G24540	MADS box; MIKC	AGL24	AGAMOUS-like 24; MADS-box protein AGL24 (Protein AGAMOUS-LIKE 24) [AGL24] [F22K18.260]	Arabidopsis thaliana	mediates floral transition in response to vernalization. Promotes inflorescence fate in apical meristems. Probably involved in the transduction of RLK-mediated signaling (e.g. IMK3 pathway). Together with AP1 and SVP, controls the identity of the floral meristem and regulates expression of class B, C and E genes. When associated with SOC1, mediates effect of gibberellins on flowering under short-day conditions, and regulates the expression of LEAFY (LFY), which links floral induction and floral development. Confers inflorescence characteristics to floral primordia and early flowering.
Os02g0170300	MADS box; MIKC	MADS29	Similar to MADS box protein ZMM17.; MADS-box transcription factor 29 (OsMADS29) [MADS29] [LOC_Os02g07430] [OJ1116_A06.26] [P0030G02.16]	Oryza sativa	NA
Os12g0501700	MADS box; MIKC	MADS20	Transcription factor, MADS-box domain containing protein.; MADS-box transcription factor 20 (OsMADS20) [MADS20] [LOC_Os12g31748]	Oryza sativa	NA
CAA74022.1	bZIP	bZIP910	NA	Antirrhinum majus	NA
CAA74023.1	bZIP	bZIP911	NA	Antirrhinum majus	NA
AT1G75390	bZIP	AtbZIP44	NA	Arabidopsis thaliana	NA
Zm00001d032922	C2H2	ID1	Zinc finger protein ID1; Uncharacterized protein (Zinc finger protein ID1)	Zea mays	NA
AT1G03840	C2H2	MGP	C2H2 and C2HC zinc fingers superfamily protein; Zinc finger protein MAGPIE [MGP] [F11M21.23]	Arabidopsis thaliana	NA
AT1G55110	C2H2	AtIDD7	NA	Arabidopsis thaliana	NA
AT2G02070	C2H2	AtIDD5	NA	Arabidopsis thaliana	NA
AT2G02080	C2H2	AtIDD4	NA	Arabidopsis thaliana	NA
AT4G02670	C2H2	AtIDD12	NA	Arabidopsis thaliana	NA
AT5G03150	C2H2	JKD	C2H2-like zinc finger protein; Zinc finger protein JACKDAW (ID1-like zinc finger protein 3) [JKD] [IDZ3] [F15A17.180]	Arabidopsis thaliana	NA
AT4G31920	Myb/SANT; ARR-B	ARR10; RR10	response regulator 10; Two-component response regulator ARR10 (Receiver-like protein 4) [ARR10] [ARP4] [F10N7.270]	Arabidopsis thaliana	Functions as a response regulator involved in His-to-Asp phosphorelay signal transduction system. Phosphorylation of the Asp residue in the receiver domain activates the ability of the protein to promote the transcription of target genes. Could directly activate some type-A response regulators in response to cytokinins.
Zm00001d038001	ERF	ABI4	AP2 domain transcription factor; Putative AP2/EREBP transcription factor superfamily protein; AP2 domain transcription factor (AP2-EREBP transcription factor) (Uncharacterized protein)	Zea mays	NA
Q5DW98_PEA	NA	PEND	NA	Pisum sativum	NA
EMBP1_WHEAT	bZIP	EmBP-1	NA	Triticum aestivum	NA
TGA1A_TOBAC	bZIP	TGA1A	NA	Nicotiana tabacum	NA
AT5G13790	MADS box; MIKC	AGL15	AGAMOUS-like 15; Agamous-like MADS-box protein AGL15 [AGL15] [MXE10.6]	Arabidopsis thaliana	involved in the negative regulation of flowering, probably through the photoperiodic pathway. Participates probably in the regulation of programs active during the early stages of embryo development. Prevents premature perianth senescence and abscission, fruits development and seed desiccation.
AT2G14210	MADS box; MIKC	AGL44; ANR1	AGAMOUS-like 44; MADS-box transcription factor ANR1 (Protein AGAMOUS-LIKE 44) (Protein ARABIDOPSIS NITRATE REGULATED 1) [ANR1] [AGL44] [F15N24.5]	Arabidopsis thaliana	Required for root plasticity in response to nitrate, NO
Os04g0614100	MADS box; MIKC	MADS31	Transcription factor, MADS-box domain containing protein.; MADS-box transcription factor 31 (OsMADS31) [MADS31] [LOC_Os04g52410]	Oryza sativa	NA
Os08g0431900	MADS box; MIKC	MADS23	Transcription factor MADS23.; MADS-box transcription factor 23 (OsMADS23) [MADS23] [LOC_Os08g33488] [OJ1111_B08.22]	Oryza sativa	NA
AT1G19350	BES1	BES1	NA	Arabidopsis thaliana	NA
AT1G75080	BES1	BZR1	NA	Arabidopsis thaliana	NA
AT5G11260	bZIP	HY5; TED 5	Basic-leucine zipper (bZIP) transcription factor family protein; Transcription factor HY5 (Protein LONG HYPOCOTYL 5) (bZIP transcription factor 56) (AtbZIP56) [HY5] [BZIP56] [F2I11_150]	Arabidopsis thaliana	Transcription factor that promotes photomorphogenesis in light. Acts downstream of the light receptor network and directly affects transcription of light-induced genes. Specifically involved in the blue light specific pathway, suggesting that it participates in transmission of cryptochromes (CRY1 and CRY2) signals to downstream responses. In darkness, its degradation prevents the activation of light-induced genes.
AT3G17609	bZIP	HYH	HY5-homolog; Transcription factor HY5-like (HY5 homolog) [HYH] [MKP6.27]	Arabidopsis thaliana	promotes photomorphogenesis in light. Acts downstream of the light receptor network and directly affects transcription of light-induced genes. Specifically involved in the blue light specific pathway, suggesting that it participates in transmission of cryptochromes (CRY1 and CRY2) signals to downstream responses. In darkness, its degradation prevents the activation of light-induced genes.
AT3G54990	AP2	SMZ	Integrase-type DNA-binding superfamily protein; AP2-like ethylene-responsive transcription factor SMZ (Protein SCHLAFMUTZE) [SMZ] [F28P10.30]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT2G39250	AP2	SNZ	Integrase-type DNA-binding superfamily protein; AP2-like ethylene-responsive transcription factor SNZ (Protein SCHNARCHZAPFEN) [SNZ] [T16B24.11]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT5G60120	AP2	TOE2	target of early activation tagged (EAT) 2; AP2-like ethylene-responsive transcription factor TOE2 (Protein TARGET OF EAT 2) [TOE2] [MGO3.10]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT4G37940	MADS box; MIKC	AGL21	AGAMOUS-like 21; Agamous-like MADS-box protein AGL21 [AGL21] [F20D10.60]	Arabidopsis thaliana	NA
AT2G22630	MADS box; MIKC	AGL17	AGAMOUS-like 17; Agamous-like MADS-box protein AGL17 [AGL17] [T9I22.7]	Arabidopsis thaliana	NA
AT2G22540	MADS box; MIKC	SVP; AGL22	K-box region and MADS-box transcription factor family protein; MADS-box protein SVP (Protein SHORT VEGETATIVE PHASE) [SVP] [F14M13.6]	Arabidopsis thaliana	inhibit floral transition in the autonomous flowering pathway, independent of photoperiod and temperature.
AT5G23260	MADS box; MIKC	AGL32; TT16; ABS	K-box region and MADS-box transcription factor family protein; Protein TRANSPARENT TESTA 16 (Arabidopsis BSISTER MADS-box protein) [TT16] [ABS] [AGL32] [MKD15.12]	Arabidopsis thaliana	Transcription factor involved in the developmental regulation of the endothelium and in the accumulation of proanthocyanidins (PAs) or condensed tannins which give the seed its brown pigmentation after oxidation.
Os06g0217300	MADS box; MIKC	MADS55	Similar to Transcription factor MADS55.; MADS-box transcription factor 55 (OsMADS55) [MADS55] [LOC_Os06g11330] [OSJNBb0024N18.23]	Oryza sativa	NA
Os06g0712700	MADS box; MIKC	MADS16	MADS-box protein SPW1.; MADS-box transcription factor 16 (OsMADS16) (Protein APETALA3-like) (Protein SUPERWOMAN1) [MADS16] [SPW1] [LOC_Os06g49840] [OJ1663_H12.32] [P0712G01.7]	Oryza sativa	involved in the development of floral organs. Required for normal development of lodicules and stamens (whorls 2 and 3).
AT3G54340	MADS box; MIKC	AP3; ATAP3	K-box region and MADS-box transcription factor family protein; Floral homeotic protein APETALA 3 [AP3] [T12E18_30]	Arabidopsis thaliana	involved in the genetic control of flower development. Is required for normal development of petals and stamens in the wild-type flower.
