TF_Gene_ID	TF_family	TF_name	Short_descr	Species	Invol_cond
POPTR_0016s05890	Homeodomain	B9IIA1_POPTR	NA	Populus trichocarpa	NA
POPTR_0018s13300	Homeodomain	B9IN12_POPTR	NA	Populus trichocarpa	NA
POPTR_0149s00220	Homeodomain	POPTR_0149s00220	NA	Populus trichocarpa	NA
Sb01g027430	Homeodomain	SB01G027430	NA	Sorghum bicolor	NA
Sb01g029000	Homeodomain	SB01G029000	NA	Sorghum bicolor	NA
Sb01g042030	Homeodomain	SB01G042030	NA	Sorghum bicolor	NA
Sb02g026150	Homeodomain	SB02G026150	NA	Sorghum bicolor	NA
Sb04g023410	Homeodomain	SB04G023410	NA	Sorghum bicolor	NA
Sb06g024480	Homeodomain	SB06G024480	NA	Sorghum bicolor	NA
Sb07g022620	Homeodomain	SB07G022620	NA	Sorghum bicolor	NA
Sb10g002740	Homeodomain	SB10G002740	NA	Sorghum bicolor	NA
Sb10g002750	Homeodomain	SB10G002750	NA	Sorghum bicolor	NA
GSVIVG00001366001	Homeodomain	GSVIVG00001366001	NA	Vitis vinifera	NA
GSVIVG00002447001	Homeodomain	GSVIVG00002447001	NA	Vitis vinifera	NA
GSVIVG00005821001	Homeodomain	GSVIVG00005821001	NA	Vitis vinifera	NA
GSVIVG00009274001	Homeodomain	GSVIVG00009274001	NA	Vitis vinifera	NA
GSVIVG00011754001	Homeodomain	GSVIVG00011754001	NA	Vitis vinifera	NA
GSVIVG00018247001	Homeodomain	GSVIVG00018247001	NA	Vitis vinifera	NA
GSVIVG00033481001	Homeodomain	GSVIVG00033481001	NA	Vitis vinifera	NA
PK07873.1	Homeodomain	PK07873.1	NA	Cannabis sativa	NA
PK17334.1	Homeodomain	PK17334.1	NA	Cannabis sativa	NA
PK19571.1	Homeodomain	PK19571.1	NA	Cannabis sativa	NA
PK21887.1	Homeodomain	PK21887.1	NA	Cannabis sativa	NA
fgenesh2_kg.4__202__AT2G22800.1	Homeodomain	XM_002880414.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.4__2679__AT2G44910.1	Homeodomain	XM_002881943.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.5__2504__AT3G60390.1	Homeodomain	XM_002878287.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.7__270__AT4G37790.1	Homeodomain	XM_002868917.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.8__61__AT5G47370.1	Homeodomain	XM_002863301.1	NA	Arabidopsis lyrata	NA
scaffold_600659.1	Homeodomain	XM_002873228.1	NA	Arabidopsis lyrata	NA
scaffold_702713.1	Homeodomain	XM_002870055.1	NA	Arabidopsis lyrata	NA
Glyma.20G014400.1	Homeodomain	NA	homeobox-leucine zipper protein 17 [Source:Projected from Arabidopsis thaliana (ATHB-17,ATHB17,HB17) TAIR;Acc:ATHB-17,ATHB17,HB17]	Glycine max	NA
Glyma.19G149000.1	Homeodomain	NA	homeobox from Arabidopsis thaliana [Source:Projected from Arabidopsis thaliana (HAT14) TAIR;Acc:HAT14]	Glycine max	NA
Glyma.18G253800.2	Homeodomain	NA	homeobox-leucine zipper protein 3 [Source:Projected from Arabidopsis thaliana (HAT3) TAIR;Acc:HAT3]	Glycine max	NA
Glyma.17G157600.1	Homeodomain	NA	Homeobox-leucine zipper protein family [Source:Projected from Arabidopsis thaliana (HAT22) TAIR;Acc:HAT22]	Glycine max	NA
Glyma.17G144700.1	Homeodomain	NA	homeobox protein 2 [Source:Projected from Arabidopsis thaliana (ATHB-2,ATHB2,HAT4,HB-2) TAIR;Acc:ATHB-2,ATHB2,HAT4,HB-2]	Glycine max	NA
Glyma.17G056300.1	Homeodomain	NA	homeobox from Arabidopsis thaliana [Source:Projected from Arabidopsis thaliana (HAT14) TAIR;Acc:HAT14]	Glycine max	NA
Glyma.15G269100.1	Homeodomain	NA	homeobox from Arabidopsis thaliana [Source:Projected from Arabidopsis thaliana (HAT14) TAIR;Acc:HAT14]	Glycine max	NA
Glyma.15G168800.1	Homeodomain	NA	homeobox from Arabidopsis thaliana [Source:Projected from Arabidopsis thaliana (HAT14) TAIR;Acc:HAT14]	Glycine max	NA
Glyma.14G091000.1	Homeodomain	NA	homeobox from Arabidopsis thaliana [Source:Projected from Arabidopsis thaliana (HAT14) TAIR;Acc:HAT14]	Glycine max	NA
Glyma.13G102800.1	Homeodomain	NA	homeobox from Arabidopsis thaliana [Source:Projected from Arabidopsis thaliana (HAT14) TAIR;Acc:HAT14]	Glycine max	NA
Glyma.11G045100.1	Homeodomain	NA	Homeobox-leucine zipper protein family [Source:Projected from Arabidopsis thaliana (HAT22) TAIR;Acc:HAT22]	Glycine max	NA
Glyma.11G035900.1	Homeodomain	NA	Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein [Source:Projected from Arabidopsis thaliana (HAT2) TAIR;Acc:HAT2]	Glycine max	NA
Glyma.09G241800.1	Homeodomain	NA	homeobox-leucine zipper protein 3 [Source:Projected from Arabidopsis thaliana (HAT3) TAIR;Acc:HAT3]	Glycine max	NA
Glyma.09G109700.1	Homeodomain	NA	homeobox from Arabidopsis thaliana [Source:Projected from Arabidopsis thaliana (HAT14) TAIR;Acc:HAT14]	Glycine max	NA
Glyma08g15780.1	Homeodomain	NA	NA	Glycine max	NA
Glyma.07G218000.1	Homeodomain	NA	homeobox-leucine zipper protein 17 [Source:Projected from Arabidopsis thaliana (ATHB-17,ATHB17,HB17) TAIR;Acc:ATHB-17,ATHB17,HB17]	Glycine max	NA
Glyma.07G112400.2	Homeodomain	NA	homeobox-leucine zipper protein 3 [Source:Projected from Arabidopsis thaliana (HAT3) TAIR;Acc:HAT3]	Glycine max	NA
Glyma.05G109500.1	Homeodomain	NA	Homeobox-leucine zipper protein family [Source:Projected from Arabidopsis thaliana (HAT22) TAIR;Acc:HAT22]	Glycine max	NA
Glyma.05G062700.1	Homeodomain	NA	homeobox protein 2 [Source:Projected from Arabidopsis thaliana (ATHB-2,ATHB2,HAT4,HB-2) TAIR;Acc:ATHB-2,ATHB2,HAT4,HB-2]	Glycine max	NA
Glyma.04G049300.1	Homeodomain	NA	homeobox from Arabidopsis thaliana [Source:Projected from Arabidopsis thaliana (HAT14) TAIR;Acc:HAT14]	Glycine max	NA
Glyma03g26700.1	Homeodomain	NA	NA	Glycine max	NA
Glyma.03G145800.1	Homeodomain	NA	homeobox from Arabidopsis thaliana [Source:Projected from Arabidopsis thaliana (HAT14) TAIR;Acc:HAT14]	Glycine max	NA
Glyma.02G171300.1	Homeodomain	NA	homeobox from Arabidopsis thaliana [Source:Projected from Arabidopsis thaliana (HAT14) TAIR;Acc:HAT14]	Glycine max	NA
Glyma.01G196600.1	Homeodomain	NA	Homeobox-leucine zipper protein family [Source:Projected from Arabidopsis thaliana (HAT22) TAIR;Acc:HAT22]	Glycine max	NA
Glyma.U039100.1	Homeodomain	NA	Homeobox-leucine zipper protein family [Source:Projected from Arabidopsis thaliana (HAT22) TAIR;Acc:HAT22]	Glycine max	NA
chr1.LjT05B18.50.nd	Homeodomain	chr1.LjT05B18.50.nd	NA	Lotus japonicus	NA
chr2.CM0021.170.nc	Homeodomain	chr2.CM0021.170.nc	NA	Lotus japonicus	NA
chr3.LjT13N17.20.nc	Homeodomain	chr3.LjT13N17.20.nc	NA	Lotus japonicus	NA
LjSGA_015479.1	Homeodomain	LjSGA_015479.1	NA	Lotus japonicus	NA
LjSGA_020762.1	Homeodomain	LjSGA_020762.1	NA	Lotus japonicus	NA
LjT36B17.20.nd	Homeodomain	LjT36B17.20.nd	NA	Lotus japonicus	NA
cassava11733.valid.m1	Homeodomain	cassava11733.valid.m1	NA	Manihot esculenta	NA
cassava13934.valid.m1	Homeodomain	cassava13934.valid.m1	NA	Manihot esculenta	NA
cassava17755.valid.m1	Homeodomain	cassava17755.valid.m1	NA	Manihot esculenta	NA
cassava17756.valid.m1	Homeodomain	cassava17756.valid.m1	NA	Manihot esculenta	NA
cassava17757.valid.m1	Homeodomain	cassava17757.valid.m1	NA	Manihot esculenta	NA
cassava18279.valid.m1	Homeodomain	cassava18279.valid.m1	NA	Manihot esculenta	NA
cassava1870.valid.m1	Homeodomain	cassava1870.valid.m1	NA	Manihot esculenta	NA
cassava19521.m1	Homeodomain	cassava19521.m1	NA	Manihot esculenta	NA
cassava22396.valid.m1	Homeodomain	cassava22396.valid.m1	NA	Manihot esculenta	NA
cassava29120.valid.m1	Homeodomain	cassava29120.valid.m1	NA	Manihot esculenta	NA
cassava30036.valid.m1	Homeodomain	cassava30036.valid.m1	NA	Manihot esculenta	NA
cassava34955.m1	Homeodomain	cassava34955.m1	NA	Manihot esculenta	NA
cassava37076.valid.m1	Homeodomain	cassava37076.valid.m1	NA	Manihot esculenta	NA
cassava39195.m1	Homeodomain	cassava39195.m1	NA	Manihot esculenta	NA
cassava39736.m1	Homeodomain	cassava39736.m1	NA	Manihot esculenta	NA
cassava4672.m1	Homeodomain	cassava4672.m1	NA	Manihot esculenta	NA
cassava5708.m1	Homeodomain	cassava5708.m1	NA	Manihot esculenta	NA
mgf001702m	Homeodomain	mgf001702m	NA	Mimulus guttatus	NA
mgf003572m	Homeodomain	mgf003572m	NA	Mimulus guttatus	NA
mgf012660m	Homeodomain	mgf012660m	NA	Mimulus guttatus	NA
mgf021729m	Homeodomain	mgf021729m	NA	Mimulus guttatus	NA
mgf024542m	Homeodomain	mgf024542m	NA	Mimulus guttatus	NA
mgf025751m	Homeodomain	mgf025751m	NA	Mimulus guttatus	NA
mgf026147m	Homeodomain	mgf026147m	NA	Mimulus guttatus	NA
Zm00001d005875	HD-ZIP	NA	Homeobox-leucine zipper protein HAT14; HB transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d029934	HD-ZIP	NA	Uncharacterized protein	Zea mays	NA
Zm00001d031745	HD-ZIP	NA	Unknown protein; Uncharacterized protein	Zea mays	NA
Zm00001d045398	HD-ZIP	NA	Putative homeobox DNA-binding and leucine zipper domain family protein; Putative homeobox DNA-binding and leucine zipper domain family protein (Uncharacterized protein)	Zea mays	NA
Zm00001d030191	HD-ZIP	NA	Homeobox-leucine zipper protein HAT22; Uncharacterized protein	Zea mays	NA
Zm00001d020670	HD-ZIP	NA	Uncharacterized protein; HB transcription factor (Uncharacterized protein)	Zea mays	NA
Zm00001d028304	HD-ZIP	NA	Uncharacterized protein	Zea mays	NA
Zm00001d044081	HD-ZIP	NA	Homeobox-leucine zipper protein ATHB-4; Uncharacterized protein	Zea mays	NA
Zm00001d045400	HD-ZIP	NA	Putative homeobox DNA-binding and leucine zipper domain family protein; HB transcription factor (Putative homeobox DNA-binding and leucine zipper domain family protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d047995	HD-ZIP	NA	Putative homeobox DNA-binding and leucine zipper domain family protein; HB transcription factor (Putative homeobox DNA-binding and leucine zipper domain family protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d036118	HD-ZIP	NA	Putative homeobox DNA-binding and leucine zipper domain family protein; HB transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d050834	HD-ZIP	NA	Putative homeobox DNA-binding and leucine zipper domain family protein; Putative homeobox DNA-binding and leucine zipper domain family protein (Uncharacterized protein)	Zea mays	NA
Zm00001d002754	HD-ZIP	NA	Homeobox-leucine zipper protein ATHB-4; Uncharacterized protein	Zea mays	NA
AT2G46680	Homeodomain; HD-ZIP	ATHB7; ATHB-7; HB-7	homeobox 7; Homeobox-leucine zipper protein ATHB-7 (HD-ZIP protein ATHB-7) (Homeodomain transcription factor ATHB-7) [ATHB-7] [T3A4.6]	Arabidopsis thaliana	may act as growth regulators in response to water deficit.
BRADI4G35910	Homeodomain	BRADI4G35910	NA	Brachypodium distachyon	NA
Cucsa.259560	Homeodomain	Cucsa.259560	NA	Cucumis sativus	NA
Medtr3g123250	Homeodomain	Medtr3g123250	NA	Medicago truncatula	NA
Medtr8g029340	Homeodomain	Medtr8g029340	NA	Medicago truncatula	NA
ppa010647m	Homeodomain	ppa010647m	NA	Prunus persica	NA
ppa011221m	Homeodomain	ppa011221m	NA	Prunus persica	NA
27964.m000347	Homeodomain	27964.m000347	NA	Ricinus communis	NA
30089.m001006	Homeodomain	30089.m001006	NA	Ricinus communis	NA
PDK_20s1318331g001	Homeodomain	PDK_20s1318331g001	NA	Phoenix dactylifera	NA
POPTR_0001s11380	Homeodomain	B9GK74_POPTR	NA	Populus trichocarpa	NA
POPTR_0002s17680	Homeodomain	B9GR61_POPTR	NA	Populus trichocarpa	NA
POPTR_0012s03080	Homeodomain	B9I235_POPTR	NA	Populus trichocarpa	NA
POPTR_0014s09860	Homeodomain	B9I924_POPTR	NA	Populus trichocarpa	NA
Sb02g030660	Homeodomain	SB02G030660	NA	Sorghum bicolor	NA
GSVIVG00038619001	Homeodomain	GSVIVG00038619001	NA	Vitis vinifera	NA
PK03912.1	Homeodomain	PK03912.1	NA	Cannabis sativa	NA
PK15571.1	Homeodomain	PK15571.1	NA	Cannabis sativa	NA
fgenesh2_kg.5__2686__AT3G61890.1	Homeodomain	XM_002878373.1	NA	Arabidopsis lyrata	NA
scaffold_403638.1	Homeodomain	XM_002882036.1	NA	Arabidopsis lyrata	NA
scaffold_403640.1	Homeodomain	XM_002882038.1	NA	Arabidopsis lyrata	NA
Glyma19g44800.1	Homeodomain	NA	NA	Glycine max	NA
Glyma.16G021000.1	Homeodomain	NA	homeobox 7 [Source:Projected from Arabidopsis thaliana (ATHB-7,ATHB7,HB-7) TAIR;Acc:ATHB-7,ATHB7,HB-7]	Glycine max	NA
Glyma.06G133800.1	Homeodomain	NA	homeobox 7 [Source:Projected from Arabidopsis thaliana (ATHB-7,ATHB7,HB-7) TAIR;Acc:ATHB-7,ATHB7,HB-7]	Glycine max	NA
Glyma.04G231400.1	Homeodomain	NA	homeobox 7 [Source:Projected from Arabidopsis thaliana (ATHB-7,ATHB7,HB-7) TAIR;Acc:ATHB-7,ATHB7,HB-7]	Glycine max	NA
cassava29430.valid.m1	Homeodomain	cassava29430.valid.m1	NA	Manihot esculenta	NA
cassava29431.valid.m1	Homeodomain	cassava29431.valid.m1	NA	Manihot esculenta	NA
cassava29803.valid.m1	Homeodomain	cassava29803.valid.m1	NA	Manihot esculenta	NA
cassava39514.m1	Homeodomain	cassava39514.m1	NA	Manihot esculenta	NA
mgf020022m	Homeodomain	mgf020022m	NA	Mimulus guttatus	NA
Zm00001d021268	HD-ZIP	NA	Uncharacterized protein; HB transcription factor (Uncharacterized protein)	Zea mays	NA
Zm00001d006195	HD-ZIP	NA	Uncharacterized protein; HB transcription factor (Uncharacterized protein)	Zea mays	NA
AT3G19510	Homeodomain; HB-PHD	HAT3.1	Homeodomain-like protein with RING/FYVE/PHD-type zinc finger domain; Homeobox protein HAT3.1 [HAT3.1] [MLD14.25] [MLD14.37]	Arabidopsis thaliana	NA
fgenesh2_kg.3__2167__AT3G19510.1	Homeodomain	NA	Uncharacterized protein	Arabidopsis lyrata	NA
AT3G60390	Homeodomain; HD-ZIP	HAT3	homeobox-leucine zipper protein 3; Homeobox-leucine zipper protein HAT3 (Homeodomain-leucine zipper protein HAT3) (HD-ZIP protein 3) [HAT3] [T8B10_50]	Arabidopsis thaliana	NA
Medtr8g130210	Homeodomain	Medtr8g130210	NA	Medicago truncatula	NA
Sb03g029330	Homeodomain	SB03G029330	NA	Sorghum bicolor	NA
Glyma09g07050.1	Homeodomain	NA	NA	Glycine max	NA
chr4.CM0244.600.nc	Homeodomain	chr4.CM0244.600.nc	NA	Lotus japonicus	NA
AT4G00730	Homeodomain; HD-ZIP	ANL2; AHDP	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein; Homeobox-leucine zipper protein ANTHOCYANINLESS 2 (HD-ZIP protein ANL2) (Homeodomain protein AHDP) (Homeodomain transcription factor ANL2) [ANL2] [F6N23.10]	Arabidopsis thaliana	Probable transcription factor involved in the regulation of the tissue-specific accumulation of anthocyanins and in cellular organization of the primary root.
PDK_20s1897821g002	Homeodomain	PDK_20s1897821g002	NA	Phoenix dactylifera	NA
Sb06g025750	Homeodomain	SB06G025750	NA	Sorghum bicolor	NA
Glyma.01G240100.1	Homeodomain	NA	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein [Source:Projected from Arabidopsis thaliana (ATML1) TAIR;Acc:ATML1]	Glycine max	NA
mgf015456m	Homeodomain	mgf015456m	NA	Mimulus guttatus	NA
Glyma.07G076800	Homeodomain; HD-ZIP	NA	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein	Glycine max	NA
AT4G17460	Homeodomain; HD-ZIP	HAT1	Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein; Homeobox-leucine zipper protein HAT1 (Homeodomain-leucine zipper protein HAT1) (HD-ZIP protein 1) [HAT1] [dl4765w] [FCAALL.65]	Arabidopsis thaliana	NA
AT4G21750	Homeodomain; HD-ZIP	ATML1	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein; Homeobox-leucine zipper protein MERISTEM L1 (HD-ZIP protein ATML1) (Homeodomain transcription factor ATML1) [ATML1] [F17L22.210]	Arabidopsis thaliana	involved in cell specification and pattern formation during embryogenesis.
AT2G32370	Homeodomain; HD-ZIP	HDG3	homeodomain GLABROUS 3; Homeobox-leucine zipper protein HDG3 (HD-ZIP protein HDG3) (Homeodomain GLABRA 2-like protein 3) (Homeodomain transcription factor HDG3) (Protein HOMEODOMAIN GLABROUS 3) (Protein UPCURVED LEAF 1) [HDG3] [HDGL2-3] [UCL1] [T32F6.11]	Arabidopsis thaliana	NA
BRADI5G22570	Homeodomain	BRADI5G22570	NA	Brachypodium distachyon	NA
Glyma.11G003400.1	Homeodomain	NA	protodermal factor 2 [Source:Projected from Arabidopsis thaliana (PDF2) TAIR;Acc:PDF2]	Glycine max	NA
Glyma.10G251300	Homeodomain	NA	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein [Source:Projected from Arabidopsis thaliana (ATML1) TAIR;Acc:ATML1]	Glycine max	NA
AT4G35550	Homeodomain; bZIP; HD-ZIP; WOX	ATWOX13; WOX13; HB-4	WUSCHEL related homeobox 13; WUSCHEL-related homeobox 13 [WOX13] [F8D20.60]	Arabidopsis thaliana	Transcription factor which may be involved in developmental processes
BRADI2G53390	Homeodomain	A8Y7X2_BRADI	NA	Brachypodium distachyon	NA
Cucsa.272210	Homeodomain	Cucsa.272210	NA	Cucumis sativus	NA
Cucsa.323040	Homeodomain	Cucsa.323040	NA	Cucumis sativus	NA
Medtr7g025190	Homeodomain	Medtr7g025190	NA	Medicago truncatula	NA
ppa011225m	Homeodomain	ppa011225m	NA	Prunus persica	NA
ppa021400m	Homeodomain	ppa021400m	NA	Prunus persica	NA
29830.m001452	Homeodomain	29830.m001452	NA	Ricinus communis	NA
Os01g0818400	Homeodomain; WOX	WOX8	Homeodomain-like containing protein.; WUSCHEL-related homeobox 8 (OsWOX8) (Protein WOX13) [WOX8] [LOC_Os01g60270] [P0454H12.31]	Oryza sativa	involved in developmental processes
PDK_20s1408301g001	Homeodomain	PDK_20s1408301g001	NA	Phoenix dactylifera	NA
gw1.224.39.1	Homeodomain	gw1.224.39.1	NA	Physcomitrella patens	NA
gw1.29.10.1	Homeodomain	gw1.29.10.1	NA	Physcomitrella patens	NA
POPTR_0002s00980	Homeodomain	B9GQ01_POPTR	NA	Populus trichocarpa	NA
POPTR_0005s10480	Homeodomain	WOX13	NA	Populus trichocarpa	NA
POPTR_0005s27410	Homeodomain	B9H5J3_POPTR	NA	Populus trichocarpa	NA
Sb03g038080	Homeodomain	SB03G038080	NA	Sorghum bicolor	NA
GSVIVG00013388001	Homeodomain	GSVIVG00013388001	NA	Vitis vinifera	NA
GSVIVG00026636001	Homeodomain	GSVIVG00026636001	NA	Vitis vinifera	NA
GSVIVG00026638001	Homeodomain	GSVIVG00026638001	NA	Vitis vinifera	NA
PK07880.1	Homeodomain	PK07880.1	NA	Cannabis sativa	NA
PK14252.1	Homeodomain	PK14252.1	NA	Cannabis sativa	NA
scaffold_700564.1	Homeodomain	XM_002867022.1	NA	Arabidopsis lyrata	NA
Glyma.20G099400.1	Homeodomain	NA	WUSCHEL related homeobox 13 [Source:Projected from Arabidopsis thaliana (ATWOX13,HB-4,WOX13) TAIR;Acc:ATWOX13,HB-4,WOX13]	Glycine max	NA
Glyma18g52490.1	Homeodomain	NA	NA	Glycine max	NA
Glyma.10G289900.1	Homeodomain	NA	WUSCHEL related homeobox 13 [Source:Projected from Arabidopsis thaliana (ATWOX13,HB-4,WOX13) TAIR;Acc:ATWOX13,HB-4,WOX13]	Glycine max	NA
Glyma.06G016800.1	Homeodomain	NA	WUSCHEL related homeobox 13 [Source:Projected from Arabidopsis thaliana (ATWOX13,HB-4,WOX13) TAIR;Acc:ATWOX13,HB-4,WOX13]	Glycine max	NA
Glyma.04G016700.1	Homeodomain	NA	WUSCHEL related homeobox 13 [Source:Projected from Arabidopsis thaliana (ATWOX13,HB-4,WOX13) TAIR;Acc:ATWOX13,HB-4,WOX13]	Glycine max	NA
Glyma.02G093900	Homeodomain	NA	WUSCHEL related homeobox 13 [Source:Projected from Arabidopsis thaliana (ATWOX13,HB-4,WOX13) TAIR;Acc:ATWOX13,HB-4,WOX13]	Glycine max	NA
chr1.CM0113.620.nc	Homeodomain	chr1.CM0113.620.nc	NA	Lotus japonicus	NA
chr5.CM0180.70.nc	Homeodomain	chr5.CM0180.70.nc	NA	Lotus japonicus	NA
LjT41B11.90.nd	Homeodomain	LjT41B11.90.nd	NA	Lotus japonicus	NA
cassava23423.valid.m1	Homeodomain	cassava23423.valid.m1	NA	Manihot esculenta	NA
mgf006573m	Homeodomain	mgf006573m	NA	Mimulus guttatus	NA
Zm00001d043076	WOX	NA	Uncharacterized protein	Zea mays	NA
AC218972.3_FG005	Homeodomain	AC218972.3_FG005	NA	Zea mays	NA
AT4G40060	Homeodomain; HD-ZIP	ATHB16; ATHB-16; HB16	homeobox protein 16; Homeobox-leucine zipper protein ATHB-16 (HD-ZIP protein ATHB-16) (Homeodomain transcription factor ATHB-16) [ATHB-16] [T5J17.230]	Arabidopsis thaliana	Probable transcription factor that may function as a negative regulator of the flowering time response to photoperiod. May act to repress cell expansion during plant development.
AT5G25220	Homeodomain; TALE	KNAT3	KNOTTED1-like homeobox gene 3; Homeobox protein knotted-1-like 3 (Protein KNAT3) [KNAT3] [F21J6.18]	Arabidopsis thaliana	NA
AT1G62990	Homeodomain; TALE	IXR11; KNAT7	KNOTTED-like homeobox of Arabidopsis thaliana 7; Homeobox protein knotted-1-like 7 (Protein IRREGULAR XYLEM 11) (Protein KNAT7) [KNAT7] [IRX11] [F16P17.16]	Arabidopsis thaliana	May be involved in secondary cell wall biosynthesis.
AT4G32040	Homeodomain; TALE	KNAT5	KNOTTED1-like homeobox gene 5; Homeobox protein knotted-1-like 5 (Homeodomain-containing protein 1) (Protein KNAT5) [KNAT5] [ATH1] [F10N7.150]	Arabidopsis thaliana	NA
AT5G11060	Homeodomain; TALE	KNAT4	KNOTTED1-like homeobox gene 4; Homeobox protein knotted-1-like 4 (Protein KNAT4) [KNAT4] [T5K6_50]	Arabidopsis thaliana	NA
BRADI1G30730	Homeodomain	BRADI1G30730	NA	Brachypodium distachyon	NA
BRADI1G76970	Homeodomain	BRADI1G76970	NA	Brachypodium distachyon	NA
BRADI3G06170	Homeodomain	BRADI3G06170	NA	Brachypodium distachyon	NA
BRADI3G19927	Homeodomain	BRADI3G19927	NA	Brachypodium distachyon	NA
Cucsa.162660	Homeodomain	Cucsa.162660	NA	Cucumis sativus	NA
Cucsa.271780	Homeodomain	Cucsa.271780	NA	Cucumis sativus	NA
Cucsa.302660	Homeodomain	Cucsa.302660	NA	Cucumis sativus	NA
Medtr3g137900	Homeodomain	Medtr3g137900	NA	Medicago truncatula	NA
Medtr5g011210	Homeodomain	Medtr5g011210	NA	Medicago truncatula	NA
Medtr8g122670	Homeodomain	Medtr8g122670	NA	Medicago truncatula	NA
ppa005712m	Homeodomain	ppa005712m	NA	Prunus persica	NA
ppa005888m	Homeodomain	ppa005888m	NA	Prunus persica	NA
ppa005932m	Homeodomain	ppa005932m	NA	Prunus persica	NA
ppa007698m	Homeodomain	ppa007698m	NA	Prunus persica	NA
ppa009464m	Homeodomain	ppa009464m	NA	Prunus persica	NA
29737.m001270	Homeodomain	29737.m001270	NA	Ricinus communis	NA
29848.m004577	Homeodomain	29848.m004577	NA	Ricinus communis	NA
30190.m011101	Homeodomain	30190.m011101	NA	Ricinus communis	NA
Os02g0182800	Homeodomain; TALE	HOS58	Similar to NTH23 protein.; Homeobox protein knotted-1-like 2 (Homeobox protein HOS58) [HOS58] [LOC_Os02g08544]	Oryza sativa	NA
Os06g0646600	Homeodomain; TALE	HOS59	Similar to cDNA, clone: J065162G03, full insert sequence.; Homeobox protein knotted-1-like 11 (Homeobox protein HOS59) [HOS59] [LOC_Os06g43860] [OJ1226_A12.18] [OSJNBa0062J02.2]	Oryza sativa	NA
Os08g0292900	Homeodomain; TALE	NA	Similar to Isoform 2 of Homeobox protein knotted-1-like 13.; Homeobox protein knotted-1-like 13 (Homeobox protein OSH45) [OSH45] [LOC_Os08g19650] [OJ1705_A03.8] [OSJNBb0075O18.121]	Oryza sativa	NA
PDK_20s1397241g001	Homeodomain	PDK_20s1397241g001	NA	Phoenix dactylifera	NA
PDK_20s1461121g001	Homeodomain	PDK_20s1461121g001	NA	Phoenix dactylifera	NA
PDK_20s1635431g001	Homeodomain	PDK_20s1635431g001	NA	Phoenix dactylifera	NA
PDK_20s1907321g001	Homeodomain	PDK_20s1907321g001	NA	Phoenix dactylifera	NA
e_gw1.77.85.1	Homeodomain	e_gw1.77.85.1	NA	Physcomitrella patens	NA
fgenesh1_pm.scaffold_154000010	Homeodomain	fgenesh1_pm.scaffold_154000010	NA	Physcomitrella patens	NA
POPTR_0001s08550	Homeodomain	POPTR_0001s08550	NA	Populus trichocarpa	NA
POPTR_0006s20440	Homeodomain	XM_002308343.1	NA	Populus trichocarpa	NA
POPTR_0006s27560	Homeodomain	B9HAI7_POPTR	NA	Populus trichocarpa	NA
POPTR_0018s02210	Homeodomain	B9IL21_POPTR	NA	Populus trichocarpa	NA
POPTR_0018s12200	Homeodomain	B9HAN9_POPTR	NA	Populus trichocarpa	NA
Sb04g005620	Homeodomain	SB04G005620	NA	Sorghum bicolor	NA
Sb10g025440	Homeodomain	Sb10g025440	NA	Sorghum bicolor	NA
GSVIVG00012897001	Homeodomain	GSVIVG00012897001	NA	Vitis vinifera	NA
GSVIVG00019880001	Homeodomain	GSVIVG00019880001	NA	Vitis vinifera	NA
GSVIVG00035921001	Homeodomain	GSVIVG00035921001	NA	Vitis vinifera	NA
PK02271.1	Homeodomain	PK02271.1	NA	Cannabis sativa	NA
